delta L,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
11.522337,35.199568,29.276232,28.715907,30.454403,27.701572,25.276984,24.449711,26.15066,24.206518,28.7804,25.62866,26.494825,44.049637,28.713262,19.555628,19.681666
11.522337,35.565441,29.32764,28.724858,30.476085,27.695483,25.270537,24.454442,26.145099,24.203493,28.781308,25.624646,26.516804,44.073958,28.718997,19.564954,19.663645
11.522337,35.429362,29.292084,28.795168,30.396534,27.705759,25.293307,24.49659,26.144739,24.200829,28.780898,25.614105,26.529878,44.084854,28.724793,19.565001,19.641879
11.522337,35.289351,28.952943,28.753207,30.427224,27.711415,25.312427,24.506335,26.148111,24.199441,28.788455,25.604943,26.535312,44.08096,28.740022,19.563096,19.639725
11.522337,35.132993,29.095425,28.714217,30.468771,27.730605,25.292542,24.470577,26.153915,24.190319,28.795993,25.618761,26.507965,44.09087,28.734608,19.563495,19.675921
11.522337,35.360275,29.3823,28.755389,30.494912,27.720127,25.275787,24.448117,26.14917,24.182804,28.805691,25.636775,26.521965,44.132851,28.743112,19.568095,19.688967
11.522337,35.585587,29.397364,28.775356,30.467058,27.719878,25.272565,24.459333,26.14508,24.176381,28.814964,25.639145,26.542306,44.163369,28.742204,19.564108,19.714922
11.522337,35.398767,29.328518,28.846134,30.417191,27.728212,25.295411,24.494697,26.147963,24.175776,28.821008,25.62825,26.541339,44.180232,28.749428,19.559511,19.745946
11.522337,35.332067,28.933581,28.771808,30.459252,27.741199,25.302149,24.500338,26.145571,24.185187,28.823874,25.640124,26.511159,44.175188,28.73982,19.566108,19.766568
11.522337,35.103738,29.155325,28.731859,30.485689,27.740278,25.273894,24.45652,26.139525,24.177397,28.833537,25.652207,26.506182,44.195073,28.73737,19.559844,19.755874
11.522337,35.50813,29.418217,28.785063,30.543241,27.722205,25.256951,24.433585,26.123525,24.172237,28.832323,25.668879,26.521502,44.23479,28.735901,19.563228,19.720944
11.522337,35.630277,29.415823,28.809849,30.474943,27.72644,25.257581,24.44487,26.124905,24.166009,28.838285,25.669535,26.536598,44.232876,28.742318,19.558106,19.716202
11.522337,35.397629,29.31284,28.895335,30.448991,27.736731,25.292961,24.486303,26.129351,24.163191,28.835763,25.66093,26.545463,44.24824,28.765326,19.555508,19.71213
11.522337,35.383513,29.005765,28.83812,30.504005,27.745307,25.296756,24.481491,26.139695,24.163475,28.83943,25.666491,26.530515,44.229371,28.778472,19.551631,19.713523
11.522337,35.135997,29.294589,28.81833,30.498827,27.747625,25.272011,24.450558,26.150584,24.165612,28.84065,25.673208,26.502578,44.24408,28.775476,19.558329,19.720755
11.522337,35.624731,29.51794,28.861172,30.572228,27.736208,25.275447,24.4404,26.159558,24.164558,28.842021,25.668889,26.530795,44.260654,28.795429,19.556659,19.737616
11.522337,35.661752,29.505323,28.906973,30.474832,27.753549,25.277961,24.480467,26.165321,24.174066,28.84821,25.668482,26.571475,44.285869,28.811353,19.564448,19.723491
11.522337,35.41241,29.355277,28.952008,30.463619,27.765619,25.32354,24.519615,26.181932,24.180914,28.854459,25.647106,26.564761,44.284222,28.830294,19.560674,19.756585
11.522337,35.404999,29.147465,28.90257,30.525612,27.788359,25.315391,24.501942,26.178032,24.191871,28.855746,25.664743,26.536724,44.282888,28.825173,19.553468,19.757833
11.522337,35.191717,29.469235,28.906579,30.52452,27.790219,25.296277,24.466098,26.185909,24.207428,28.867922,25.683258,26.530253,44.317324,28.824896,19.559687,19.767414
11.522337,35.699934,29.65623,28.967542,30.594896,27.785058,25.292428,24.461031,26.195043,24.22722,28.877113,25.700108,26.54963,44.350163,28.839587,19.566485,19.760565
11.522337,35.67657,29.654505,29.019479,30.486544,27.797481,25.301481,24.502997,26.202451,24.2383,28.882387,25.686869,26.548458,44.371691,28.835349,19.570916,19.751657
11.522337,35.443456,29.409117,29.033376,30.487043,27.814303,25.324822,24.545455,26.203037,24.256758,28.88607,25.678126,26.517239,44.363348,28.83101,19.578082,19.743493
11.522337,35.429652,29.300708,28.987279,30.554726,27.830135,25.310446,24.513025,26.210089,24.275092,28.890336,25.689323,26.509238,44.373076,28.838865,19.577645,19.752283
11.522337,35.326727,29.622481,29.010133,30.549523,27.822135,25.285143,24.474647,26.212147,24.289409,28.899807,25.718731,26.495776,44.389961,28.822919,19.57888,19.776125
11.522337,35.771433,29.732945,29.04327,30.595303,27.813508,25.273245,24.473226,26.222025,24.289305,28.912375,25.718854,26.515488,44.410494,28.822354,19.576289,19.778257
11.522337,35.702913,29.715737,29.104996,30.5044,27.833515,25.305759,24.524437,26.237477,24.289292,28.917618,25.700035,26.538932,44.431899,28.853748,19.575698,19.775342
11.522337,35.50066,29.407748,29.077735,30.51177,27.852594,25.336278,24.554775,26.238032,24.301434,28.909364,25.688135,26.521943,44.417491,28.86071,19.589081,19.757641
11.522337,35.423794,29.405406,29.014644,30.582382,27.871021,25.32977,24.529886,26.251196,24.299995,28.918961,25.68289,26.505026,44.41545,28.862627,19.598897,19.767895
11.522337,35.444756,29.722918,29.034234,30.584165,27.864091,25.304086,24.507671,26.255393,24.296635,28.927316,25.690319,26.510794,44.438284,28.857465,19.599017,19.750377
11.522337,35.810009,29.80777,29.056038,30.612853,27.856227,25.294419,24.514181,26.258544,24.297803,28.94864,25.684213,26.554668,44.458462,28.877139,19.593002,19.733082
11.522337,35.68814,29.792306,29.127428,30.529891,27.870599,25.319177,24.561582,26.267487,24.299305,28.953858,25.667493,26.545664,44.468247,28.879185,19.588691,19.749613
11.522337,35.534412,29.446752,29.083617,30.555729,27.885022,25.351483,24.583,26.276691,24.297762,28.957131,25.663155,26.52434,44.470722,28.888361,19.596332,19.76477
11.522337,35.400391,29.548502,29.040069,30.60274,27.898312,25.329887,24.553121,26.280623,24.302932,28.959937,25.67122,26.49991,44.489151,28.879961,19.60296,19.763839
11.522337,35.582377,29.841043,29.071253,30.62354,27.877076,25.315961,24.520799,26.283217,24.301106,28.957241,25.675284,26.497947,44.512816,28.875278,19.593923,19.778829
11.522337,35.837847,29.860093,29.091846,30.608423,27.881742,25.303821,24.53279,26.280384,24.310291,28.95923,25.677134,26.510069,44.540273,28.873856,19.600954,19.779666
11.522337,35.666949,29.815442,29.174712,30.543559,27.891908,25.334435,24.574559,26.297437,24.308547,28.968519,25.660915,26.522198,44.55792,28.892063,19.593678,19.805225
11.522337,35.582521,29.427879,29.111171,30.569757,27.894828,25.336823,24.579793,26.297043,24.320811,28.966362,25.66616,26.493401,44.555557,28.882521,19.599586,19.815467
11.522337,35.386392,29.610905,29.058826,30.591731,27.901046,25.303037,24.539143,26.296527,24.319221,28.97008,25.669349,26.482681,44.555249,28.873667,19.596193,19.815863
11.522337,35.718125,29.860374,29.098517,30.638752,27.885362,25.285905,24.518263,26.299151,24.317165,28.981717,25.677817,26.504443,44.584704,28.890833,19.596354,19.823945
11.522337,35.885275,29.846682,29.106134,30.594918,27.881749,25.278988,24.526935,26.296757,24.314901,28.988329,25.678851,26.559444,44.598006,28.91886,19.592266,19.812712
11.522337,35.666863,29.771294,29.179497,30.547308,27.896026,25.304707,24.569673,26.295792,24.313518,28.984297,25.667581,26.55227,44.602173,28.925229,19.595605,19.822244
11.77744,35.617807,29.410798,29.096413,30.600168,27.905479,25.306997,24.563106,26.300651,24.303121,28.988493,25.66139,26.54247,44.583065,28.927071,19.588222,19.821247
11.77744,35.364337,29.646815,29.05641,30.61521,27.910692,25.283867,24.525492,26.300317,24.304274,28.991116,25.677518,26.55606,44.610885,28.941863,19.590769,19.826895
11.77744,35.803352,29.863585,29.07659,30.675821,27.88744,25.274846,24.503498,26.296498,24.291799,28.991183,25.68535,26.574467,44.637351,28.954508,19.588081,19.850266
11.77744,35.877865,29.820218,29.076523,30.588024,27.886456,25.281624,24.515328,26.290467,24.286046,28.988875,25.677067,26.602742,44.667786,28.967594,19.590058,19.849398
11.77744,35.626655,29.685122,29.130541,30.557389,27.900075,25.309025,24.55732,26.29595,24.285615,28.988506,25.669125,26.595732,44.691169,28.980968,19.587873,19.838882
11.77744,35.609646,29.379486,29.04743,30.620154,27.902342,25.317426,24.542129,26.293899,24.282589,28.988146,25.669434,26.585664,44.698097,28.995089,19.589612,19.845684
11.77744,35.353408,29.651244,29.008427,30.609972,27.897533,25.295358,24.507932,26.285189,24.279903,28.990215,25.688964,26.560449,44.728833,28.999393,19.603649,19.867533
11.513488,35.846101,29.833344,29.032584,30.677304,27.873762,25.272222,24.488738,26.274117,24.273703,28.995023,25.692329,26.576238,44.764975,28.997287,19.606491,19.865058
11.513488,35.855916,29.783167,29.051628,30.573446,27.872387,25.265862,24.511756,26.267326,24.276424,28.994547,25.696459,26.608085,44.802912,29.000944,19.608821,19.853458
11.76859,35.603474,29.564673,29.066522,30.550665,27.876871,25.304965,24.540617,26.265726,24.279122,28.985343,25.69943,26.586952,44.800824,29.018853,19.60563,19.869565
11.513488,35.598568,29.325247,28.98826,30.610139,27.880714,25.30431,24.519293,26.254146,24.28387,28.974447,25.707537,26.567524,44.80302,29.029908,19.611334,19.889392
11.76859,35.386955,29.6141,28.966315,30.604409,27.86042,25.278043,24.474848,26.25212,24.281034,28.976045,25.727968,26.590317,44.828278,29.036644,19.605007,19.898471
11.76859,35.878766,29.732977,28.991162,30.668987,27.839663,25.263059,24.450464,26.228251,24.285048,28.972303,25.748091,26.619688,44.844947,29.038811,19.603337,19.881939
11.76859,35.827989,29.686769,29.013937,30.571247,27.848048,25.290381,24.499894,26.228995,24.282413,28.96734,25.726692,26.649881,44.868424,29.067721,19.616025,19.895537
11.513488,35.584588,29.426084,29.013584,30.573168,27.861483,25.325206,24.528308,26.223181,24.279497,28.956664,25.721588,26.652477,44.875583,29.086232,19.61366,19.893081
11.513488,35.546655,29.336729,28.94025,30.650139,27.880535,25.330259,24.506203,26.216993,24.279324,28.957701,25.717354,26.668591,44.885528,29.100549,19.616777,19.876807
11.77744,35.433587,29.666341,28.948567,30.662979,27.876984,25.309372,24.471884,26.20327,24.26729,28.959571,25.718945,26.682346,44.919733,29.103904,19.616277,19.835951
11.77744,35.855353,29.769857,28.97554,30.72691,27.887049,25.314619,24.480401,26.193884,24.257368,28.971499,25.718075,26.725832,44.968846,29.122567,19.621352,19.805055
11.77744,35.777968,29.7358,29.044932,30.623779,27.911458,25.346134,24.542856,26.21093,24.267482,28.964401,25.702029,26.732016,45.003008,29.14758,19.634285,19.803942
11.77744,35.562571,29.414081,29.015836,30.634034,27.931131,25.381688,24.579157,26.214604,24.261802,28.961261,25.685769,26.692853,45.012947,29.155196,19.63686,19.820942
11.77744,35.47357,29.416711,28.959294,30.678935,27.967579,25.373646,24.559619,26.214973,24.253093,28.953555,25.696132,26.653728,45.038963,29.151481,19.641492,19.842926
12.032542,35.525438,29.705063,28.978745,30.675714,27.963713,25.377795,24.541338,26.233573,24.261099,28.947511,25.701809,26.644541,45.084123,29.170153,19.653903,19.867502
11.77744,35.858991,29.75757,28.983681,30.675638,27.954222,25.390316,24.557427,26.254625,24.267337,28.942539,25.697852,26.655089,45.107542,29.188069,19.672515,19.88954
12.032542,35.73755,29.705996,29.046705,30.585644,27.951394,25.424966,24.614463,26.267796,24.282306,28.934079,25.677644,26.648312,45.098401,29.195584,19.673939,19.885552
11.77744,35.587856,29.335086,28.983854,30.611865,27.956111,25.476,24.644279,26.281512,24.278741,28.919021,25.666151,26.631728,45.086979,29.223566,19.676804,19.881511
12.032542,35.451936,29.464968,28.934762,30.643825,27.955136,25.448988,24.619197,26.297535,24.30122,28.934817,25.665883,26.629013,45.075287,29.222377,19.6888,19.857646
12.032542,35.676961,29.740242,28.950621,30.660388,27.924462,25.439617,24.603779,26.318045,24.313455,28.925109,25.673028,26.623752,45.073259,29.227192,19.70035,19.858983
12.032542,35.913496,29.771031,28.955787,30.626017,27.91865,25.420754,24.625721,26.321848,24.312338,28.935959,25.657276,26.6461,45.085055,29.225511,19.706079,19.828759
12.032542,35.72545,29.727574,29.024071,30.557477,27.932074,25.452888,24.684071,26.35051,24.30741,28.936554,25.63412,26.666427,45.095853,29.241188,19.716412,19.834882
12.032542,35.655579,29.38411,28.971632,30.582464,27.93207,25.450321,24.685256,26.360818,24.314674,28.961122,25.648221,26.630456,45.077328,29.222036,19.702403,19.829502
11.77744,35.433073,29.618801,28.927776,30.601755,27.93563,25.424525,24.645627,26.381054,24.302284,28.973747,25.642453,26.615759,45.089873,29.21687,19.698865,19.848593
11.77744,35.814553,29.87764,28.987913,30.641181,27.91964,25.406088,24.616662,26.389968,24.312105,28.983789,25.666321,26.617152,45.121798,29.214316,19.690583,19.838571
12.032542,35.953165,29.872788,28.993509,30.56056,27.918247,25.401571,24.62825,26.412735,24.315666,28.99077,25.655981,26.625601,45.143942,29.222648,19.680672,19.866052
12.032542,35.732122,29.778736,29.081024,30.531998,27.925461,25.425731,24.659717,26.406383,24.32782,29.00568,25.664661,26.631631,45.138212,29.220954,19.654161,19.877876
12.032542,35.704394,29.437259,29.014978,30.577201,27.930652,25.424241,24.64364,26.408607,24.333223,29.016568,25.681604,26.600363,45.139695,29.215385,19.641444,19.855486
12.032542,35.457626,29.714268,28.991134,30.586187,27.932878,25.393554,24.59793,26.390747,24.346652,29.020745,25.710615,26.602934,45.154364,29.204098,19.635624,19.806203
12.032542,35.946775,29.933576,29.029837,30.661827,27.904262,25.385512,24.579371,26.375855,24.34941,29.039228,25.714644,26.635572,45.162753,29.213682,19.628342,19.771851
12.032542,36.000954,29.903739,29.056984,30.554092,27.898725,25.379889,24.603644,26.380896,24.374669,29.044648,25.714257,26.650328,45.171513,29.223742,19.62487,19.764744
12.032542,35.752641,29.745264,29.105125,30.552788,27.911029,25.403184,24.643467,26.375899,24.372437,29.059922,25.704934,26.687103,45.171894,29.243134,19.614233,19.734912
12.032542,35.741588,29.498822,29.039144,30.628096,27.935101,25.393878,24.622145,26.367261,24.37596,29.061044,25.712073,26.681735,45.171685,29.23904,19.606551,19.720136
12.032542,35.499853,29.799064,29.023276,30.623748,27.933543,25.371391,24.576672,26.365428,24.380035,29.066048,25.7261,26.683212,45.189262,29.235105,19.603784,19.724202
12.032542,36.004779,29.972756,29.064339,30.704781,27.916538,25.366729,24.565134,26.360455,24.386156,29.066534,25.731254,26.736329,45.208894,29.25963,19.594231,19.732698
12.032542,35.989246,29.953515,29.10744,30.601894,27.928756,25.375404,24.593624,26.365409,24.389456,29.068826,25.725016,26.771612,45.225778,29.269079,19.589807,19.762559
12.032542,35.735746,29.726719,29.115701,30.592939,27.93716,25.41017,24.626442,26.364782,24.393754,29.067505,25.709729,26.758632,45.224713,29.274005,19.585336,19.817313
12.032542,35.715426,29.594902,29.05864,30.657308,27.956372,25.397192,24.599763,26.368226,24.399286,29.069551,25.717508,26.734455,45.236104,29.271088,19.592241,19.865005
12.032542,35.575305,29.927309,29.067944,30.652919,27.950482,25.37925,24.574338,26.36971,24.407316,29.071175,25.728617,26.739811,45.274611,29.279962,19.603413,19.898549
12.032542,36.033217,30.050851,29.104308,30.706451,27.949439,25.382583,24.577885,26.365131,24.417001,29.069217,25.732152,26.74952,45.313448,29.280555,19.616063,19.944283
12.032542,35.964948,30.032411,29.164676,30.597057,27.952743,25.389062,24.618684,26.372064,24.422304,29.069712,25.710612,26.751118,45.306402,29.282482,19.619465,19.984376
12.032542,35.762731,29.713639,29.152248,30.586244,27.961282,25.425735,24.651262,26.396135,24.442403,29.05862,25.710003,26.708095,45.310421,29.287723,19.634586,20.029328
12.032542,35.683415,29.696739,29.094824,30.65586,27.990254,25.424342,24.622177,26.405932,24.417288,29.055725,25.720224,26.713747,45.332662,29.296402,19.641926,20.06662
12.032542,35.710947,29.992121,29.117928,30.656125,27.985253,25.409439,24.596031,26.4021,24.40185,29.047824,25.729405,26.705662,45.366041,29.297853,19.662239,20.078876
12.032542,36.048779,30.037604,29.127769,30.681151,27.985928,25.417292,24.606085,26.420648,24.384963,29.045929,25.717842,26.728003,45.394594,29.324148,19.670974,20.100714
12.032542,35.914051,29.991909,29.202536,30.601206,28.002035,25.440842,24.658057,26.425869,24.377938,29.033622,25.695101,26.747444,45.414886,29.341261,19.682517,20.090971
12.032542,35.762627,29.630892,29.130592,30.612979,28.018066,25.46466,24.693483,26.443449,24.369679,29.030387,25.669223,26.710618,45.406141,29.347063,19.721691,20.113105
12.287645,35.590742,29.720998,29.087039,30.679077,28.039944,25.443501,24.659685,26.413813,24.355887,29.024355,25.681504,26.723529,45.423314,29.351318,19.731251,20.060629
12.287645,35.793364,29.991121,29.105913,30.722815,28.02909,25.438473,24.651562,26.400462,24.340311,29.023138,25.671601,26.76762,45.451864,29.378424,19.752898,20.041423
12.287645,36.022358,29.994941,29.122514,30.707647,28.034505,25.436227,24.663317,26.385787,24.323808,29.012661,25.664229,26.801372,45.491968,29.39361,19.759825,20.018145
12.287645,35.819784,29.911336,29.191124,30.660442,28.048231,25.478082,24.703182,26.374607,24.320058,28.994642,25.637617,26.81175,45.512584,29.417601,19.76896,20.025246
12.287645,35.735677,29.535987,29.131572,30.703071,28.064484,25.486978,24.690132,26.363707,24.328503,29.000087,25.661129,26.806047,45.519155,29.419704,19.75819,20.02646
12.287645,35.500362,29.737319,29.097628,30.73063,28.077775,25.470632,24.632222,26.348245,24.322253,28.997322,25.67646,26.790436,45.554036,29.419887,19.750253,20.038209
12.287645,35.866333,29.987609,29.138433,30.793485,28.066615,25.46088,24.606283,26.329278,24.307854,29.003785,25.688302,26.812005,45.583157,29.419357,19.750939,20.04147
