delta L,T0,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15
15.603979,37.206516,31.146076,29.972703,31.653194,28.729459,25.485601,24.614617,26.554281,24.510326,29.859605,25.983492,28.374968,52.258143,32.417708,20.83599,20.335245
15.603979,37.214183,31.449924,29.980796,31.672726,28.71344,25.473118,24.570549,26.534371,24.503941,29.84183,25.984314,28.377704,52.276787,32.426374,20.835301,20.307883
15.603979,37.540545,31.497824,29.993795,31.685165,28.708141,25.463541,24.576196,26.516022,24.495243,29.836875,25.973157,28.407255,52.297035,32.425354,20.837947,20.28409
15.603979,37.36266,31.443738,30.076789,31.626904,28.733708,25.492673,24.616435,26.511036,24.501777,29.833945,25.956993,28.425018,52.321365,32.421597,20.831932,20.268952
15.867931,37.259002,31.066848,30.000262,31.65154,28.753815,25.514866,24.639939,26.524864,24.501484,29.817501,25.936819,28.369152,52.317938,32.42078,20.851844,20.294198
15.603979,36.999139,31.283008,29.970015,31.644454,28.770569,25.507101,24.602733,26.529852,24.492457,29.807929,25.933806,28.344184,52.330727,32.420297,20.853512,20.284583
15.603979,37.428223,31.494251,30.011706,31.694186,28.777864,25.50385,24.595545,26.532821,24.49849,29.800288,25.945594,28.344364,52.368404,32.424063,20.865172,20.271934
15.603979,37.465204,31.453806,30.017527,31.590534,28.79108,25.514119,24.631444,26.541733,24.503446,29.795778,25.94128,28.360411,52.394924,32.454368,20.858249,20.270906
15.603979,37.226202,31.210569,30.024405,31.562004,28.790433,25.546953,24.689842,26.557202,24.517024,29.78316,25.922495,28.323771,52.364337,32.451477,20.876462,20.305505
15.603979,37.187319,31.029637,29.939049,31.623928,28.78896,25.546613,24.683073,26.568695,24.515352,29.777533,25.917813,28.301704,52.336293,32.461626,20.872524,20.349018
15.603979,37.109796,31.324407,29.932266,31.624367,28.756164,25.558911,24.647294,26.56302,24.520951,29.769601,25.921364,28.308638,52.341741,32.472177,20.881747,20.356849
15.603979,37.529959,31.401891,29.947429,31.654132,28.731837,25.572425,24.648579,26.57219,24.534806,29.769535,25.912762,28.338885,52.328761,32.487345,20.900627,20.375271
15.603979,37.398368,31.361564,30.017514,31.548537,28.732525,25.583848,24.69519,26.594211,24.549285,29.774938,25.893401,28.336323,52.312502,32.478986,20.903616,20.366178
15.603979,37.260944,30.997486,29.95048,31.567534,28.7434,25.610432,24.717737,26.618899,24.558168,29.769513,25.878388,28.32432,52.27624,32.495279,20.900316,20.367011
15.603979,37.034932,31.184946,29.889507,31.585856,28.754307,25.56855,24.694107,26.629437,24.568037,29.77887,25.886479,28.310198,52.272009,32.470225,20.906692,20.357425
15.603979,37.392736,31.439341,29.903587,31.628568,28.732127,25.561973,24.690466,26.634712,24.562595,29.78051,25.884412,28.319292,52.283439,32.469926,20.918017,20.349411
15.603979,37.511844,31.418844,29.917226,31.537872,28.73097,25.566534,24.726639,26.645351,24.573733,29.780296,25.87645,28.336109,52.305952,32.458501,20.924104,20.309345
15.603979,37.259942,31.277727,29.968523,31.500189,28.736306,25.582336,24.763307,26.660657,24.58011,29.792056,25.879667,28.31139,52.301146,32.425897,20.902502,20.286367
15.603979,37.239908,31.051287,29.896959,31.557295,28.750954,25.56656,24.761294,26.661959,24.589031,29.804731,25.892686,28.273083,52.271482,32.411132,20.895412,20.276853
15.603979,37.062806,31.371343,29.874852,31.563226,28.733909,25.538734,24.736114,26.652678,24.59229,29.814354,25.899806,28.258461,52.278839,32.396936,20.890174,20.279249
15.603979,37.551171,31.495949,29.917879,31.610394,28.713503,25.546512,24.725014,26.651414,24.59883,29.823238,25.903215,28.279475,52.298658,32.397618,20.893392,20.291883
15.867931,37.457401,31.472412,30.007014,31.500991,28.725674,25.56243,24.746855,26.665296,24.597123,29.828805,25.895373,28.280824,52.29639,32.381708,20.884805,20.322162
15.603979,37.276003,31.13582,29.976502,31.509342,28.748188,25.581066,24.763922,26.680224,24.598424,29.835238,25.891262,28.252302,52.263346,32.37415,20.87085,20.366848
15.603979,37.112704,31.244744,29.924602,31.557112,28.773975,25.551836,24.741059,26.681791,24.597822,29.842278,25.906423,28.24978,52.265414,32.369573,20.876289,20.39623
15.603979,37.362499,31.516289,29.944548,31.596787,28.74732,25.537348,24.71867,26.682178,24.587528,29.844716,25.916357,28.271028,52.266307,32.373967,20.873442,20.411982
15.603979,37.554714,31.498512,29.947987,31.539835,28.740511,25.536139,24.736945,26.682556,24.580368,29.847706,25.905519,28.286255,52.260169,32.371123,20.875679,20.392337
15.603979,37.320028,31.364571,29.987598,31.498529,28.743914,25.573433,24.786702,26.682856,24.582736,29.84547,25.889737,28.291261,52.256269,32.381714,20.872653,20.369078
15.603979,37.278916,31.051318,29.899697,31.558763,28.741548,25.576489,24.789487,26.683694,24.583517,29.847788,25.892096,28.289628,52.238543,32.386999,20.885531,20.351292
15.603979,37.036272,31.328488,29.859049,31.554297,28.730702,25.554372,24.753401,26.675753,24.575471,29.843117,25.891463,28.27789,52.243197,32.385597,20.894509,20.36174
15.603979,37.515433,31.472491,29.888318,31.59893,28.71737,25.543044,24.744719,26.675482,24.573868,29.837008,25.894935,28.297732,52.265128,32.384697,20.909954,20.349285
15.603979,37.463817,31.416924,29.929657,31.49495,28.717284,25.565344,24.780002,26.681362,24.574256,29.833703,25.886359,28.327623,52.28496,32.39567,20.915066,20.375311
15.603979,37.241362,31.108153,29.918715,31.496825,28.729901,25.59929,24.809924,26.683704,24.586663,29.827808,25.893581,28.304919,52.276129,32.397555,20.91835,20.377494
15.603979,37.129226,31.099573,29.861422,31.539749,28.73777,25.580937,24.768895,26.679355,24.583183,29.822462,25.908855,28.28373,52.267349,32.394499,20.915088,20.383744
15.603979,37.243644,31.387263,29.899196,31.558684,28.723999,25.560593,24.7399,26.678078,24.587865,29.819778,25.921685,28.284657,52.292499,32.392438,20.919709,20.367996
15.603979,37.51698,31.416517,29.911172,31.542903,28.718757,25.565022,24.752815,26.674035,24.588268,29.817448,25.920409,28.32251,52.31234,32.415135,20.924478,20.339171
15.603979,37.318353,31.332036,29.980906,31.481271,28.736543,25.59763,24.80324,26.670934,24.580629,29.80733,25.905679,28.314709,52.307156,32.417897,20.932047,20.345008
15.603979,37.250922,30.979916,29.900656,31.537543,28.748459,25.608583,24.802304,26.663821,24.567781,29.79901,25.894255,28.312301,52.290964,32.431254,20.927413,20.34307
15.603979,37.000203,31.246814,29.884153,31.547987,28.750339,25.577258,24.758878,26.657528,24.555976,29.791176,25.908427,28.304979,52.292676,32.43639,20.934255,20.339554
15.603979,37.474434,31.469029,29.931461,31.627425,28.731944,25.572674,24.740001,26.652647,24.54094,29.794031,25.918714,28.323696,52.288439,32.452225,20.935192,20.362438
15.348876,37.481287,31.45759,29.972577,31.529466,28.746116,25.57377,24.764586,26.649401,24.532214,29.785153,25.920743,28.339563,52.298417,32.458078,20.93137,20.37055
15.348876,37.241008,31.230256,29.986611,31.538654,28.756331,25.608536,24.803706,26.644589,24.523819,29.783541,25.912753,28.34188,52.278994,32.470993,20.921936,20.394953
15.348876,37.185986,31.143422,29.918226,31.615927,28.770329,25.598443,24.775822,26.642499,24.519244,29.782409,25.912907,28.323182,52.271078,32.465692,20.911559,20.428381
15.603979,37.178666,31.456874,29.932733,31.628316,28.748424,25.596666,24.746395,26.630934,24.514401,29.780728,25.933132,28.305089,52.281606,32.461891,20.922201,20.460331
15.603979,37.541,31.508827,29.971858,31.641393,28.738514,25.607433,24.736653,26.63799,24.509187,29.785402,25.935735,28.351305,52.301844,32.471731,20.922396,20.465262
15.348876,37.377919,31.446995,30.048674,31.565243,28.748506,25.636318,24.779769,26.638424,24.502923,29.780927,25.926638,28.339245,52.319409,32.473796,20.92931,20.488632
15.603979,37.266453,31.076802,29.980256,31.599044,28.757328,25.65125,24.781177,26.635213,24.49655,29.783907,25.92718,28.300575,52.299624,32.470415,20.938779,20.51169
15.603979,37.029287,31.286196,29.937961,31.618973,28.768326,25.621096,24.742404,26.633474,24.491351,29.792908,25.939806,28.2725,52.312305,32.458349,20.948681,20.52625
15.603979,37.441134,31.521835,29.975016,31.680891,28.751045,25.611913,24.718525,26.626093,24.495335,29.793939,25.949595,28.296824,52.33203,32.467337,20.965571,20.522909
15.603979,37.513349,31.480688,30.004109,31.584708,28.760813,25.60892,24.730746,26.616022,24.491991,29.787225,25.943754,28.313751,52.347885,32.45046,20.967219,20.522592
15.348876,37.251669,31.271264,30.037385,31.563314,28.779482,25.644288,24.749873,26.615543,24.48461,29.783349,25.927946,28.303097,52.331861,32.45696,20.949392,20.548588
15.348876,37.226206,31.052517,29.974019,31.626611,28.794209,25.626735,24.72358,26.607034,24.490655,29.780886,25.946463,28.28988,52.330673,32.446659,20.959188,20.550271
15.603979,37.090069,31.358349,29.953773,31.634202,28.773007,25.591298,24.678364,26.605168,24.477733,29.795734,25.956231,28.302296,52.329603,32.438155,20.948791,20.560144
15.603979,37.531057,31.423603,29.949473,31.66843,28.755688,25.567319,24.663465,26.588772,24.473721,29.796134,25.96131,28.316663,52.338371,32.425644,20.950311,20.534488
15.603979,37.405775,31.341702,29.999736,31.572177,28.756499,25.571001,24.691209,26.579192,24.465496,29.800215,25.952286,28.350482,52.342265,32.422642,20.935004,20.504006
15.603979,37.235028,30.957294,29.936509,31.585058,28.760536,25.579834,24.684128,26.578871,24.482997,29.805955,25.949438,28.369196,52.324142,32.433814,20.925504,20.466898
15.603979,37.015441,31.092895,29.868082,31.622927,28.772133,25.534311,24.639186,26.563662,24.469923,29.815937,25.96816,28.363787,52.327754,32.421553,20.910584,20.454688
15.348876,37.312426,31.372577,29.890987,31.673875,28.75003,25.501739,24.619988,26.53775,24.466756,29.822951,25.980373,28.381159,52.357104,32.411824,20.899341,20.428192
15.348876,37.485831,31.376584,29.909282,31.625036,28.718341,25.506597,24.634436,26.530688,24.474385,29.830274,25.975067,28.423045,52.355957,32.416723,20.886267,20.416316
15.348876,37.252561,31.264963,29.988661,31.594249,28.729481,25.531376,24.67865,26.522687,24.482979,29.836383,25.97247,28.420211,52.346119,32.412824,20.881948,20.400681
15.348876,37.221032,31.014789,29.919204,31.660921,28.742015,25.514387,24.656976,26.519154,24.479984,29.846558,25.977464,28.398013,52.316451,32.399035,20.869224,20.38514
15.603979,37.016067,31.33268,29.916554,31.647345,28.744296,25.48339,24.612431,26.530309,24.476016,29.84979,25.99539,28.378407,52.323704,32.388302,20.85337,20.357381
15.603979,37.495853,31.46775,29.959746,31.697879,28.733398,25.461541,24.578836,26.533933,24.476265,29.853553,26.011018,28.415924,52.346868,32.391358,20.839699,20.298296
15.603979,37.432119,31.423243,30.016953,31.597039,28.73191,25.474,24.601369,26.518631,24.479468,29.858858,26.009345,28.423618,52.335346,32.381787,20.827906,20.276023
15.603979,37.245189,31.053605,29.97364,31.613073,28.717903,25.505655,24.611099,26.51767,24.490948,29.857684,26.00229,28.423319,52.307124,32.385736,20.820504,20.275371
15.603979,37.104008,31.066499,29.892703,31.643665,28.712434,25.487258,24.569037,26.520361,24.491014,29.851118,26.01017,28.388062,52.292155,32.373977,20.819913,20.277013
15.603979,37.313181,31.329883,29.901051,31.659554,28.687927,25.470623,24.53896,26.524095,24.481099,29.856442,26.018571,28.390003,52.296361,32.368954,20.822823,20.293727
15.603979,37.521404,31.317273,29.899587,31.610599,28.670615,25.471615,24.546948,26.528973,24.473535,29.857315,26.016456,28.415738,52.297241,32.377213,20.818535,20.289628
15.603979,37.295488,31.197567,29.975899,31.551472,28.67105,25.499462,24.584792,26.53076,24.478784,29.862084,26.015892,28.412869,52.283239,32.383662,20.815487,20.271217
15.603979,37.243801,30.884403,29.893328,31.604911,28.66759,25.503765,24.569642,26.539417,24.477285,29.869597,26.007738,28.391614,52.263505,32.38733,20.797089,20.263024
15.603979,36.999878,31.174695,29.864176,31.582006,28.663645,25.476498,24.529873,26.540463,24.470903,29.867689,26.023905,28.361048,52.259344,32.372272,20.799964,20.23893
15.603979,37.472368,31.341472,29.885103,31.6365,28.653413,25.458583,24.528566,26.548688,24.469281,29.878853,26.029429,28.391955,52.287457,32.385019,20.801216,20.218452
15.603979,37.430711,31.287728,29.911204,31.518745,28.649404,25.472116,24.567806,26.54628,24.472131,29.87915,26.015458,28.395866,52.302334,32.377304,20.803644,20.183134
15.603979,37.203891,30.961802,29.853425,31.522687,28.639435,25.484344,24.605272,26.543501,24.468947,29.881629,26.004968,28.36553,52.280024,32.354528,20.796463,20.17139
15.603979,37.09416,30.91239,29.765316,31.566253,28.634994,25.459871,24.581242,26.534116,24.47625,29.876895,26.013586,28.325152,52.277959,32.329536,20.805689,20.1503
15.603979,37.216362,31.183821,29.760865,31.57754,28.597153,25.435128,24.548497,26.531693,24.474083,29.873668,26.021359,28.34299,52.296666,32.333195,20.810467,20.129097
15.603979,37.477352,31.182612,29.760925,31.534514,28.581258,25.41533,24.545921,26.526096,24.478296,29.870123,26.015152,28.349722,52.307464,32.328864,20.822386,20.130289
15.603979,37.2621,31.07526,29.812348,31.465651,28.580794,25.435203,24.577686,26.524606,24.46857,29.870032,25.988933,28.351897,52.289837,32.331269,20.808095,20.156046
15.603979,37.207114,30.717779,29.736261,31.515402,28.577867,25.4289,24.575655,26.516261,24.476486,29.866878,25.984872,28.332446,52.274903,32.329766,20.811948,20.19015
15.348876,36.965442,30.979213,29.710379,31.52512,28.566611,25.410063,24.52272,26.514654,24.47397,29.862557,25.991671,28.333883,52.273893,32.338542,20.822351,20.214059
15.348876,37.43992,31.171228,29.764991,31.583553,28.554576,25.400223,24.496496,26.509987,24.474622,29.857341,25.985382,28.346239,52.277689,32.344231,20.822555,20.23169
15.348876,37.415005,31.151796,29.816551,31.469817,28.569027,25.406494,24.515687,26.520411,24.475941,29.853048,25.971443,28.377612,52.271586,32.355971,20.813697,20.231425
15.348876,37.174956,30.898674,29.819658,31.468501,28.590896,25.424336,24.548274,26.523657,24.487803,29.844139,25.964231,28.387759,52.268035,32.373159,20.81309,20.220927
15.348876,37.093657,30.853157,29.753987,31.528725,28.601746,25.404762,24.514361,26.52482,24.494399,29.846397,25.963887,28.354161,52.255049,32.372964,20.816604,20.246292
15.348876,37.1329,31.182464,29.763956,31.542231,28.584513,25.387304,24.496077,26.513119,24.499923,29.836648,25.975356,28.352191,52.272396,32.374185,20.821807,20.246453
15.612828,37.464923,31.229634,29.780162,31.554079,28.562224,25.385131,24.503413,26.497492,24.507093,29.831854,25.972596,28.365247,52.295145,32.388754,20.831156,20.263159
15.612828,37.282181,31.180107,29.873442,31.481119,28.568374,25.423416,24.54782,26.496837,24.510276,29.827691,25.958225,28.36031,52.298833,32.39306,20.829193,20.288603
15.612828,37.206703,30.836619,29.813294,31.524991,28.584762,25.437147,24.559147,26.499522,24.517207,29.827004,25.950846,28.32413,52.283988,32.379981,20.848041,20.312704
15.612828,36.953923,31.107781,29.781894,31.539904,28.592334,25.418694,24.521404,26.504677,24.520963,29.827562,25.959542,28.304774,52.287788,32.372932,20.8518,20.343482
15.612828,37.419924,31.34441,29.833621,31.600085,28.590332,25.418215,24.516408,26.50416,24.529478,29.825184,25.963862,28.325729,52.313509,32.367237,20.85778,20.342124
15.612828,37.442823,31.320511,29.869155,31.496806,28.602443,25.437966,24.552365,26.509209,24.537961,29.827789,25.956546,28.338762,52.305323,32.361252,20.862678,20.363533
15.612828,37.18856,31.078948,29.88108,31.489029,28.621439,25.475105,24.590852,26.520077,24.548545,29.834185,25.946851,28.343645,52.294525,32.359743,20.86258,20.372217
15.348876,37.136176,30.962784,29.820582,31.54854,28.64057,25.471517,24.57677,26.535229,24.550157,29.841067,25.962614,28.338006,52.278651,32.356924,20.857428,20.363479
15.603979,37.108884,31.263818,29.828482,31.537389,28.616704,25.461154,24.537133,26.539278,24.546781,29.842237,25.972454,28.336096,52.275348,32.340225,20.864669,20.321073
15.348876,37.48585,31.300473,29.835527,31.565316,28.591606,25.47543,24.531253,26.538087,24.540572,29.851825,25.973819,28.37545,52.278585,32.356169,20.856984,20.307408
15.603979,37.32546,31.240034,29.905127,31.486564,28.590682,25.494485,24.588166,26.538014,24.540272,29.84839,25.971286,28.393899,52.280684,32.362461,20.854779,20.285524
15.603979,37.211146,30.876268,29.82546,31.526973,28.586988,25.511876,24.607134,26.542338,24.542351,29.848374,25.963875,28.382252,52.259115,32.370075,20.838869,20.308449
15.603979,36.964602,31.095609,29.765401,31.54414,28.59492,25.472925,24.581863,26.539155,24.540512,29.841243,25.97841,28.357804,52.256176,32.360826,20.836484,20.324813
15.348876,37.367171,31.32529,29.820869,31.583906,28.581498,25.468288,24.560073,26.560861,24.5419,29.844656,25.994135,28.380903,52.286498,32.36742,20.844663,20.343051
15.348876,37.445701,31.293949,29.855848,31.49264,28.576502,25.49571,24.589208,26.561608,24.550988,29.846201,25.992617,28.399766,52.297559,32.364734,20.841882,20.363121
15.348876,37.198667,31.109914,29.892217,31.482117,28.583264,25.538759,24.63672,26.559941,24.552241,29.846955,25.982021,28.375072,52.281209,32.361656,20.843609,20.39812
15.348876,37.175492,30.946547,29.842291,31.544698,28.606726,25.532755,24.628055,26.564791,24.560284,29.843533,25.993581,28.337521,52.268343,32.338927,20.845065,20.421898
15.612828,37.072163,31.315116,29.862334,31.5584,28.601742,25.51073,24.603968,26.563738,24.569627,29.845769,26.007476,28.351075,52.284026,32.352445,20.844461,20.453983
15.612828,37.498715,31.44125,29.906193,31.598387,28.614002,25.489655,24.618876,26.566269,24.58113,29.849964,26.020571,28.362687,52.291187,32.338691,20.853766,20.484295
15.348876,37.361579,31.41617,29.998695,31.496452,28.64228,25.49967,24.648585,26.587748,24.592117,29.859561,26.006777,28.362429,52.279055,32.330234,20.835547,20.504399
15.348876,37.221481,31.043003,29.95631,31.524091,28.663963,25.523362,24.657379,26.613233,24.594201,29.870609,26.005579,28.341442,52.262336,32.328611,20.841649,20.521035
15.348876,37.018346,31.201316,29.899524,31.553066,28.681758,25.509073,24.63918,26.617459,24.596355,29.867234,26.012852,28.335163,52.256316,32.32416,20.863546,20.512357
15.348876,37.371936,31.439707,29.922378,31.604545,28.657365,25.525456,24.628294,26.622009,24.597322,29.872104,26.014701,28.343046,52.253622,32.342577,20.875827,20.527785
15.348876,37.506707,31.423054,29.919974,31.544465,28.643576,25.529255,24.664457,26.610866,24.594469,29.880837,26.002826,28.373284,52.248521,32.3424,20.876242,20.50683
15.603979,37.259063,31.281536,29.950884,31.514689,28.653826,25.546862,24.726252,26.615962,24.598836,29.896799,25.99395,28.384292,52.241754,32.352224,20.873068,20.480787
15.348876,37.218749,31.06629,29.864107,31.563153,28.663294,25.546931,24.721706,26.636335,24.607002,29.89912,25.995402,28.348629,52.211411,32.363487,20.876881,20.510586
15.348876,37.045879,31.367448,29.852642,31.535268,28.643699,25.532859,24.682906,26.655956,24.609411,29.90575,26.003938,28.329067,52.224238,32.357827,20.872974,20.534912
15.603979,37.517388,31.471999,29.882279,31.565937,28.610334,25.516189,24.684074,26.664042,24.622983,29.911985,26.004845,28.338599,52.22698,32.352214,20.884279,20.533887
15.603979,37.43241,31.419178,29.941674,31.472052,28.611359,25.555994,24.720868,26.662595,24.625137,29.904037,25.979591,28.345376,52.235531,32.37445,20.883333,20.526479
15.348876,37.268341,31.050625,29.900792,31.491371,28.610097,25.587483,24.755061,26.658209,24.637994,29.896663,25.982298,28.305196,52.22265,32.38059,20.893889,20.521639
15.348876,37.101595,31.16612,29.843881,31.52899,28.61146,25.579189,24.723776,26.663752,24.649664,29.895695,25.981277,28.279519,52.215588,32.382103,20.89299,20.53037
15.348876,37.407254,31.454747,29.886734,31.56263,28.611034,25.57097,24.705424,26.671823,24.656961,29.886271,25.994447,28.282347,52.250573,32.390149,20.909234,20.510551
15.348876,37.572988,31.472564,29.894161,31.491879,28.609908,25.563756,24.741321,26.680744,24.668458,29.88202,25.978539,28.280418,52.229051,32.389928,20.917734,20.520764
15.348876,37.317476,31.327695,29.959664,31.437078,28.638864,25.601835,24.787666,26.714348,24.67252,29.877497,25.964095,28.270158,52.222926,32.395153,20.919989,20.527816
15.603979,37.275665,31.04197,29.898905,31.502124,28.664704,25.610218,24.757911,26.723632,24.667856,29.875084,25.9639,28.278861,52.219102,32.397896,20.92451,20.50043
15.612828,37.067278,31.34663,29.887409,31.486633,28.664402,25.591336,24.715239,26.735646,24.65463,29.868855,25.976402,28.247019,52.231011,32.384274,20.932481,20.507831
15.612828,37.537433,31.487184,29.91864,31.559912,28.66197,25.593352,24.716704,26.734347,24.637188,29.876895,25.964281,28.29371,52.235347,32.394461,20.93322,20.501943
15.612828,37.467262,31.460977,29.995032,31.461829,28.685729,25.622287,24.76063,26.745519,24.633359,29.864989,25.946517,28.324193,52.249378,32.412193,20.94575,20.467316
15.612828,37.269444,31.140292,29.959664,31.487094,28.703432,25.652872,24.805192,26.747898,24.616971,29.866887,25.923985,28.296496,52.23941,32.424634,20.953444,20.456031
15.867931,37.098183,31.261267,29.922744,31.558826,28.72945,25.631788,24.773368,26.722079,24.606095,29.860624,25.937531,28.297659,52.243549,32.414087,20.94418,20.416602
16.123034,37.383323,31.573789,29.98079,31.6277,28.733553,25.617429,24.775416,26.702792,24.594784,29.862983,25.946088,28.313262,52.275459,32.418201,20.960582,20.395768
16.378136,37.528258,31.588264,30.041512,31.573421,28.761391,25.63181,24.796873,26.698342,24.587897,29.84897,25.954555,28.353719,52.305745,32.437703,20.959031,20.383461
16.378136,37.263325,31.420425,30.084888,31.574825,28.799517,25.672741,24.862107,26.68596,24.576658,29.831902,25.92586,28.339588,52.308983,32.457143,20.96553,20.393138
16.378136,37.212409,31.263933,30.05823,31.638671,28.840262,25.654261,24.825661,26.68728,24.575141,29.835522,25.949034,28.312468,52.285297,32.451707,20.951399,20.379897
16.378136,37.149424,31.572353,30.091406,31.648087,28.842486,25.654504,24.767424,26.685232,24.571544,29.822264,25.972804,28.324619,52.322684,32.471479,20.949977,20.356299
16.114184,37.539688,31.63665,30.120127,31.680197,28.843987,25.648793,24.756264,26.668832,24.569268,29.829549,25.980495,28.360692,52.344784,32.478436,20.947996,20.342627
16.114184,37.366667,31.524578,30.192476,31.612082,28.859212,25.695165,24.787669,26.647084,24.547232,29.808926,25.971512,28.365193,52.354486,32.485786,20.938436,20.316532
16.114184,37.274077,31.144513,30.115013,31.66622,28.868712,25.697795,24.786384,26.648109,24.548346,29.815688,25.975583,28.363466,52.334663,32.48238,20.92612,20.309845
16.114184,37.040863,31.380679,30.062196,31.683198,28.86465,25.662194,24.739973,26.635576,24.545169,29.82437,25.990285,28.366974,52.3442,32.464073,20.923943,20.261527
16.369287,37.511886,31.589906,30.082509,31.75906,28.847362,25.639068,24.724724,26.616601,24.542785,29.844224,26.004927,28.393925,52.352838,32.456742,20.913342,20.203064
16.369287,37.499937,31.554525,30.113805,31.667751,28.858332,25.636768,24.750537,26.60001,24.543897,29.845608,26.005173,28.443499,52.364163,32.444702,20.886333,20.135707
16.369287,37.264106,31.276165,30.094025,31.683782,28.86424,25.653332,24.776518,26.591095,24.543003,29.85835,25.992069,28.46912,52.345871,32.423772,20.871152,20.129323
16.369287,37.16861,31.237823,30.020101,31.729317,28.863669,25.62837,24.745063,26.597293,24.552279,29.856003,25.997926,28.441103,52.313478,32.39269,20.864933,20.151593
16.369287,37.287282,31.537396,30.043341,31.748534,28.83262,25.604995,24.704432,26.609211,24.550878,29.869947,26.016182,28.451786,52.318373,32.375937,20.854244,20.195346
16.369287,37.560128,31.550567,30.078903,31.713027,28.819322,25.600462,24.694595,26.606385,24.557097,29.876951,26.031659,28.487649,52.32958,32.362928,20.841479,20.201243
16.114184,37.356954,31.440283,30.162767,31.647506,28.803122,25.643267,24.722724,26.610567,24.551842,29.880427,26.029173,28.467541,52.311702,32.359733,20.825547,20.22072
16.369287,37.320455,31.090937,30.08449,31.675456,28.792165,25.651707,24.724869,26.630782,24.549395,29.881364,26.037936,28.407782,52.285882,32.344922,20.833285,20.254161
16.369287,37.097224,31.377817,30.061666,31.66492,28.764753,25.622898,24.684695,26.641588,24.55277,29.879323,26.058411,28.383772,52.289919,32.329091,20.832499,20.272959
16.114184,37.591069,31.540047,30.096568,31.704886,28.739356,25.602002,24.677652,26.647415,24.557459,29.886303,26.070576,28.408176,52.303827,32.322721,20.841398,20.277828
16.369287,37.536087,31.502161,30.139166,31.580144,28.727844,25.593645,24.693968,26.655722,24.56535,29.898347,26.066613,28.405862,52.285418,32.309819,20.817727,20.300344
16.369287,37.332516,31.150783,30.088876,31.576627,28.719741,25.611947,24.71769,26.670846,24.566934,29.912228,26.05968,28.368519,52.265014,32.30415,20.824364,20.342954
16.369287,37.179726,31.204334,30.008992,31.618408,28.724652,25.598002,24.702016,26.674933,24.567775,29.904529,26.056756,28.372966,52.252199,32.326651,20.833933,20.368282
16.114184,37.423223,31.503869,30.024638,31.644637,28.699978,25.566292,24.683696,26.680489,24.566207,29.907926,26.05877,28.365972,52.256589,32.317799,20.847349,20.392947
16.114184,37.610368,31.527535,30.035504,31.583572,28.693939,25.549807,24.708814,26.676367,24.567098,29.921339,26.043507,28.386397,52.252939,32.317108,20.85113,20.413928
16.114184,37.36972,31.377743,30.090223,31.546703,28.702032,25.584689,24.751334,26.686455,24.576891,29.919084,26.025616,28.392815,52.242383,32.345004,20.85962,20.445088
16.369287,37.333554,31.112237,29.99954,31.606281,28.706167,25.574775,24.736675,26.692575,24.587418,29.914,26.026363,28.361332,52.215693,32.352047,20.879536,20.484839
16.369287,37.166145,31.420808,29.975174,31.597787,28.689842,25.549171,24.696479,26.687025,24.584946,29.916851,26.032186,28.350592,52.226761,32.355257,20.880202,20.529134
16.369287,37.621482,31.514363,29.996492,31.630958,28.672763,25.539739,24.682311,26.68486,24.584165,29.911856,26.036994,28.362057,52.245538,32.361445,20.886818,20.548714
16.105335,37.502468,31.445325,30.051763,31.537013,28.674784,25.558114,24.713797,26.683735,24.588398,29.91043,26.024324,28.36566,52.257885,32.359692,20.886708,20.563104
16.105335,37.353961,31.047175,29.983793,31.561035,28.672425,25.569937,24.727026,26.678781,24.588363,29.91154,26.030355,28.328941,52.246491,32.35628,20.89807,20.588427
16.105335,37.138526,31.194701,29.91339,31.590604,28.66379,25.542732,24.672322,26.669661,24.583554,29.908102,26.036124,28.306668,52.246494,32.344742,20.890549,20.604082
16.105335,37.542127,31.425822,29.943081,31.640884,28.636823,25.518337,24.654982,26.650119,24.581407,29.912811,26.056444,28.313997,52.281196,32.334451,20.895591,20.607149
16.105335,37.613566,31.384835,29.95802,31.559622,28.62961,25.527236,24.66802,26.645868,24.573424,29.904617,26.055197,28.347752,52.286727,32.353344,20.89348,20.605101
16.369287,37.365773,31.151488,29.976619,31.543433,28.640756,25.55555,24.712663,26.629512,24.573856,29.895077,26.055417,28.3239,52.279461,32.357795,20.899486,20.596181
15.850232,37.296504,31.024052,29.901814,31.611757,28.659699,25.52007,24.677665,26.639064,24.562164,29.906816,26.068238,28.321092,52.264433,32.355522,20.893826,20.590286
16.369287,37.261672,31.325281,29.923041,31.613784,28.647761,25.511048,24.625856,26.631192,24.548201,29.890362,26.080672,28.340487,52.271917,32.359112,20.894632,20.545682
16.369287,37.64075,31.373832,29.934616,31.638034,28.632474,25.537131,24.631119,26.613891,24.527201,29.887394,26.069228,28.368919,52.284986,32.381436,20.914333,20.547739
16.114184,37.455161,31.319231,29.997786,31.580125,28.644305,25.56913,24.678732,26.589793,24.514218,29.878355,26.056372,28.393033,52.296126,32.395926,20.896491,20.536853
16.114184,37.347168,30.974463,29.916608,31.639811,28.676393,25.573723,24.687231,26.587653,24.501673,29.879052,26.033603,28.399482,52.275961,32.410507,20.89757,20.543203
16.369287,37.078091,31.208931,29.879982,31.644716,28.694399,25.564871,24.637249,26.589528,24.496519,29.868408,26.031748,28.385597,52.299335,32.396204,20.908592,20.537633
